measurement_pk,acclimation_pk,specification_date
TRAMEA026592,TRAACC000005,
TRAMEA026593,TRAACC000005,
TRAMEA026594,TRAACC000005,
TRAMEA026595,TRAACC000005,
TRAMEA026596,TRAACC000005,
TRAMEA026597,TRAACC000005,
TRAMEA026598,TRAACC000005,
TRAMEA026599,TRAACC000005,
TRAMEA026600,TRAACC000005,
TRAMEA026601,TRAACC000005,
TRAMEA026602,TRAACC000005,
TRAMEA026603,TRAACC000005,
TRAMEA026604,TRAACC000005,
TRAMEA026605,TRAACC000005,
TRAMEA026606,TRAACC000005,
TRAMEA026607,TRAACC000005,
TRAMEA026608,TRAACC000005,
TRAMEA026609,TRAACC000005,
TRAMEA026610,TRAACC000005,
TRAMEA026611,TRAACC000005,
TRAMEA026612,TRAACC000005,
TRAMEA026613,TRAACC000005,
TRAMEA026614,TRAACC000005,
TRAMEA026615,TRAACC000005,
TRAMEA026616,TRAACC000005,
TRAMEA026617,TRAACC000005,
TRAMEA026618,TRAACC000005,
TRAMEA026619,TRAACC000005,
TRAMEA026620,TRAACC000005,
TRAMEA026621,TRAACC000005,
TRAMEA026622,TRAACC000005,
TRAMEA026623,TRAACC000005,
TRAMEA026624,TRAACC000005,
TRAMEA026625,TRAACC000005,
TRAMEA026626,TRAACC000005,
TRAMEA026627,TRAACC000005,
TRAMEA026628,TRAACC000005,
TRAMEA026629,TRAACC000005,
TRAMEA026630,TRAACC000005,
TRAMEA026631,TRAACC000005,
TRAMEA026632,TRAACC000005,
TRAMEA026633,TRAACC000005,
TRAMEA026634,TRAACC000005,
TRAMEA026635,TRAACC000005,
TRAMEA026636,TRAACC000005,
TRAMEA026637,TRAACC000005,
TRAMEA026638,TRAACC000005,
TRAMEA026639,TRAACC000005,
TRAMEA026640,TRAACC000005,
TRAMEA026641,TRAACC000005,
TRAMEA026642,TRAACC000005,
TRAMEA026643,TRAACC000005,
TRAMEA026644,TRAACC000005,
TRAMEA026645,TRAACC000005,
TRAMEA026646,TRAACC000005,
TRAMEA026647,TRAACC000005,
TRAMEA026648,TRAACC000005,
TRAMEA026649,TRAACC000005,
TRAMEA026650,TRAACC000005,
TRAMEA026651,TRAACC000005,
TRAMEA026652,TRAACC000005,
TRAMEA026653,TRAACC000005,
TRAMEA026654,TRAACC000005,
TRAMEA026655,TRAACC000005,
TRAMEA026656,TRAACC000005,
TRAMEA026657,TRAACC000005,
TRAMEA026658,TRAACC000005,
TRAMEA026659,TRAACC000005,
TRAMEA026660,TRAACC000005,
TRAMEA026661,TRAACC000005,
TRAMEA026662,TRAACC000005,
TRAMEA026663,TRAACC000005,
TRAMEA026664,TRAACC000005,
TRAMEA026665,TRAACC000005,
TRAMEA026666,TRAACC000005,
TRAMEA026667,TRAACC000005,
TRAMEA026668,TRAACC000005,
TRAMEA026669,TRAACC000005,
TRAMEA026670,TRAACC000005,
TRAMEA026671,TRAACC000005,
TRAMEA026672,TRAACC000005,
TRAMEA026673,TRAACC000005,
TRAMEA026674,TRAACC000005,
TRAMEA026675,TRAACC000005,
TRAMEA026676,TRAACC000005,
TRAMEA026677,TRAACC000005,
TRAMEA026678,TRAACC000005,
TRAMEA026679,TRAACC000005,
TRAMEA026680,TRAACC000005,
TRAMEA026681,TRAACC000005,
TRAMEA026682,TRAACC000005,
TRAMEA026683,TRAACC000005,
TRAMEA026684,TRAACC000005,
TRAMEA026685,TRAACC000005,
TRAMEA026686,TRAACC000005,
TRAMEA026687,TRAACC000005,
TRAMEA026688,TRAACC000005,
TRAMEA026689,TRAACC000005,
TRAMEA026690,TRAACC000005,
TRAMEA026691,TRAACC000005,
TRAMEA026692,TRAACC000005,
TRAMEA026693,TRAACC000005,
TRAMEA026694,TRAACC000005,
TRAMEA026695,TRAACC000005,
TRAMEA026696,TRAACC000005,
TRAMEA026697,TRAACC000005,
TRAMEA026698,TRAACC000005,
TRAMEA026699,TRAACC000005,
TRAMEA026700,TRAACC000005,
TRAMEA026701,TRAACC000005,
TRAMEA026702,TRAACC000005,
TRAMEA026703,TRAACC000005,
TRAMEA026704,TRAACC000005,
TRAMEA026705,TRAACC000005,
TRAMEA026706,TRAACC000005,
TRAMEA026707,TRAACC000005,
TRAMEA026708,TRAACC000005,
TRAMEA026709,TRAACC000005,
TRAMEA026710,TRAACC000005,
TRAMEA026711,TRAACC000005,
TRAMEA026712,TRAACC000005,
TRAMEA026713,TRAACC000005,
TRAMEA026714,TRAACC000005,
TRAMEA026715,TRAACC000005,
TRAMEA026716,TRAACC000005,
TRAMEA026717,TRAACC000005,
TRAMEA026718,TRAACC000005,
TRAMEA026719,TRAACC000005,
TRAMEA026720,TRAACC000005,
TRAMEA026721,TRAACC000005,
TRAMEA026722,TRAACC000005,
TRAMEA026723,TRAACC000005,
TRAMEA026724,TRAACC000005,
TRAMEA026725,TRAACC000005,
TRAMEA026726,TRAACC000005,
TRAMEA026727,TRAACC000005,
TRAMEA026728,TRAACC000005,
TRAMEA026729,TRAACC000005,
TRAMEA026730,TRAACC000005,
TRAMEA026731,TRAACC000005,
TRAMEA026732,TRAACC000005,
TRAMEA026733,TRAACC000005,
TRAMEA026734,TRAACC000005,
TRAMEA026735,TRAACC000005,
TRAMEA026736,TRAACC000005,
TRAMEA026737,TRAACC000005,
TRAMEA026738,TRAACC000005,
TRAMEA026739,TRAACC000005,
TRAMEA026740,TRAACC000005,
TRAMEA026741,TRAACC000005,
TRAMEA026742,TRAACC000005,
TRAMEA026743,TRAACC000005,
TRAMEA026744,TRAACC000005,
TRAMEA026745,TRAACC000005,
TRAMEA026746,TRAACC000005,
TRAMEA026747,TRAACC000005,
TRAMEA026748,TRAACC000005,
TRAMEA026749,TRAACC000005,
TRAMEA026750,TRAACC000005,
TRAMEA026751,TRAACC000005,
TRAMEA026752,TRAACC000005,
TRAMEA026753,TRAACC000005,
TRAMEA026754,TRAACC000005,
TRAMEA026755,TRAACC000005,
TRAMEA026756,TRAACC000005,
TRAMEA026757,TRAACC000005,
TRAMEA026758,TRAACC000005,
TRAMEA026759,TRAACC000005,
TRAMEA026760,TRAACC000005,
TRAMEA026761,TRAACC000005,
TRAMEA026762,TRAACC000005,
TRAMEA026763,TRAACC000005,
TRAMEA026764,TRAACC000005,
TRAMEA026765,TRAACC000005,
TRAMEA026766,TRAACC000005,
TRAMEA026767,TRAACC000005,
TRAMEA026768,TRAACC000005,
TRAMEA026769,TRAACC000005,
TRAMEA026770,TRAACC000005,
TRAMEA026771,TRAACC000005,
TRAMEA026772,TRAACC000005,
TRAMEA026773,TRAACC000005,
TRAMEA026774,TRAACC000005,
TRAMEA026775,TRAACC000005,
TRAMEA026776,TRAACC000005,
TRAMEA026777,TRAACC000005,
TRAMEA026778,TRAACC000005,
TRAMEA026779,TRAACC000005,
TRAMEA026780,TRAACC000005,
TRAMEA026781,TRAACC000005,
TRAMEA026782,TRAACC000005,
TRAMEA026783,TRAACC000005,
TRAMEA026784,TRAACC000005,
TRAMEA026785,TRAACC000005,
TRAMEA026786,TRAACC000005,
TRAMEA026787,TRAACC000005,
TRAMEA026788,TRAACC000005,
TRAMEA026789,TRAACC000005,
TRAMEA026790,TRAACC000005,
TRAMEA026791,TRAACC000005,
TRAMEA026792,TRAACC000005,
TRAMEA026793,TRAACC000005,
TRAMEA026794,TRAACC000005,
TRAMEA026795,TRAACC000005,
TRAMEA026796,TRAACC000005,
TRAMEA026797,TRAACC000005,
TRAMEA026798,TRAACC000005,
TRAMEA026799,TRAACC000005,
TRAMEA026800,TRAACC000005,
TRAMEA026801,TRAACC000005,
TRAMEA026802,TRAACC000005,
TRAMEA026803,TRAACC000005,
TRAMEA026804,TRAACC000005,
TRAMEA026805,TRAACC000005,
TRAMEA026806,TRAACC000005,
TRAMEA026807,TRAACC000005,
TRAMEA026808,TRAACC000005,
TRAMEA026809,TRAACC000005,
TRAMEA026810,TRAACC000005,
TRAMEA026811,TRAACC000005,
TRAMEA026812,TRAACC000005,
TRAMEA026813,TRAACC000005,
TRAMEA026814,TRAACC000005,
TRAMEA026815,TRAACC000005,
TRAMEA026816,TRAACC000005,
TRAMEA026817,TRAACC000005,
TRAMEA026818,TRAACC000005,
TRAMEA026819,TRAACC000005,
TRAMEA026820,TRAACC000005,
TRAMEA026821,TRAACC000005,
TRAMEA026822,TRAACC000005,
TRAMEA026823,TRAACC000005,
TRAMEA026824,TRAACC000005,
TRAMEA026825,TRAACC000005,
TRAMEA026826,TRAACC000005,
TRAMEA026827,TRAACC000005,
TRAMEA026828,TRAACC000005,
TRAMEA026829,TRAACC000005,
TRAMEA026830,TRAACC000005,
TRAMEA026831,TRAACC000005,
TRAMEA026832,TRAACC000005,
TRAMEA026833,TRAACC000005,
TRAMEA026834,TRAACC000005,
TRAMEA026835,TRAACC000005,
TRAMEA026836,TRAACC000005,
TRAMEA026837,TRAACC000005,
TRAMEA026838,TRAACC000005,
TRAMEA026839,TRAACC000005,
TRAMEA026840,TRAACC000005,
TRAMEA026841,TRAACC000005,
TRAMEA026842,TRAACC000005,
TRAMEA026843,TRAACC000005,
TRAMEA026844,TRAACC000005,
TRAMEA026845,TRAACC000005,
TRAMEA026846,TRAACC000005,
TRAMEA026847,TRAACC000005,
TRAMEA026848,TRAACC000005,
TRAMEA026849,TRAACC000005,
TRAMEA026850,TRAACC000005,
TRAMEA026851,TRAACC000005,
TRAMEA026852,TRAACC000005,
TRAMEA026853,TRAACC000005,
TRAMEA026854,TRAACC000005,
TRAMEA026855,TRAACC000005,
TRAMEA026856,TRAACC000005,
TRAMEA026857,TRAACC000005,
TRAMEA026858,TRAACC000005,
TRAMEA026859,TRAACC000005,
TRAMEA026860,TRAACC000005,
TRAMEA026861,TRAACC000005,
TRAMEA026862,TRAACC000005,
TRAMEA026863,TRAACC000005,
TRAMEA026864,TRAACC000005,
TRAMEA026865,TRAACC000005,
TRAMEA026866,TRAACC000005,
TRAMEA026867,TRAACC000005,
TRAMEA026868,TRAACC000005,
TRAMEA026869,TRAACC000005,
TRAMEA026870,TRAACC000005,
TRAMEA026871,TRAACC000006,
TRAMEA026872,TRAACC000006,
TRAMEA026873,TRAACC000006,
TRAMEA026874,TRAACC000006,
TRAMEA026875,TRAACC000006,
TRAMEA026876,TRAACC000006,
TRAMEA026877,TRAACC000006,
TRAMEA026878,TRAACC000006,
TRAMEA026879,TRAACC000006,
TRAMEA026880,TRAACC000006,
TRAMEA026881,TRAACC000006,
TRAMEA026882,TRAACC000006,
TRAMEA026883,TRAACC000006,
TRAMEA026884,TRAACC000006,
TRAMEA026885,TRAACC000006,
TRAMEA026886,TRAACC000006,
TRAMEA026887,TRAACC000006,
TRAMEA026888,TRAACC000006,
TRAMEA026889,TRAACC000006,
TRAMEA026890,TRAACC000006,
TRAMEA026891,TRAACC000006,
TRAMEA026892,TRAACC000006,
TRAMEA026893,TRAACC000006,
TRAMEA026894,TRAACC000006,
TRAMEA026895,TRAACC000006,
TRAMEA026896,TRAACC000006,
TRAMEA026897,TRAACC000006,
TRAMEA026898,TRAACC000006,
TRAMEA026899,TRAACC000006,
TRAMEA026900,TRAACC000006,
TRAMEA026901,TRAACC000006,
TRAMEA026902,TRAACC000006,
TRAMEA026903,TRAACC000006,
TRAMEA026904,TRAACC000006,
TRAMEA026905,TRAACC000006,
TRAMEA026906,TRAACC000006,
TRAMEA026907,TRAACC000006,
TRAMEA026908,TRAACC000006,
TRAMEA026909,TRAACC000006,
TRAMEA026910,TRAACC000006,
TRAMEA026911,TRAACC000006,
TRAMEA026912,TRAACC000006,
TRAMEA026913,TRAACC000006,
TRAMEA026914,TRAACC000006,
TRAMEA026915,TRAACC000006,
TRAMEA026916,TRAACC000006,
TRAMEA026917,TRAACC000006,
TRAMEA026918,TRAACC000006,
TRAMEA026919,TRAACC000006,
TRAMEA026920,TRAACC000006,
TRAMEA026921,TRAACC000006,
TRAMEA026922,TRAACC000006,
TRAMEA026923,TRAACC000006,
TRAMEA026924,TRAACC000006,
TRAMEA026925,TRAACC000006,
TRAMEA026926,TRAACC000006,
TRAMEA026927,TRAACC000006,
TRAMEA026928,TRAACC000006,
TRAMEA026929,TRAACC000006,
TRAMEA026930,TRAACC000006,
TRAMEA026931,TRAACC000006,
TRAMEA026932,TRAACC000006,
TRAMEA026933,TRAACC000006,
TRAMEA026934,TRAACC000006,
TRAMEA026935,TRAACC000006,
TRAMEA026936,TRAACC000006,
TRAMEA026937,TRAACC000006,
TRAMEA026938,TRAACC000006,
TRAMEA026939,TRAACC000006,
TRAMEA026940,TRAACC000006,
TRAMEA026941,TRAACC000006,
TRAMEA026942,TRAACC000006,
TRAMEA026943,TRAACC000006,
TRAMEA026944,TRAACC000006,
TRAMEA026945,TRAACC000006,
TRAMEA026946,TRAACC000006,
TRAMEA026947,TRAACC000006,
TRAMEA026948,TRAACC000006,
TRAMEA026949,TRAACC000006,
TRAMEA026950,TRAACC000006,
TRAMEA026951,TRAACC000006,
TRAMEA026952,TRAACC000006,
TRAMEA026953,TRAACC000006,
TRAMEA026954,TRAACC000006,
TRAMEA026955,TRAACC000006,
TRAMEA026956,TRAACC000006,
TRAMEA026957,TRAACC000006,
TRAMEA026958,TRAACC000006,
TRAMEA026959,TRAACC000006,
TRAMEA026960,TRAACC000006,
TRAMEA026961,TRAACC000006,
TRAMEA026962,TRAACC000006,
TRAMEA026963,TRAACC000006,
TRAMEA026964,TRAACC000006,
TRAMEA026965,TRAACC000006,
TRAMEA026966,TRAACC000006,
TRAMEA026967,TRAACC000006,
TRAMEA026968,TRAACC000006,
TRAMEA026969,TRAACC000006,
TRAMEA026970,TRAACC000006,
TRAMEA026971,TRAACC000006,
TRAMEA026972,TRAACC000006,
TRAMEA026973,TRAACC000006,
TRAMEA026974,TRAACC000006,
TRAMEA026975,TRAACC000006,
TRAMEA026976,TRAACC000006,
TRAMEA026977,TRAACC000006,
TRAMEA026978,TRAACC000006,
TRAMEA026979,TRAACC000006,
TRAMEA026980,TRAACC000006,
TRAMEA026981,TRAACC000006,
TRAMEA026982,TRAACC000006,
TRAMEA026983,TRAACC000006,
TRAMEA026984,TRAACC000006,
TRAMEA026985,TRAACC000006,
TRAMEA026986,TRAACC000006,
TRAMEA026987,TRAACC000006,
TRAMEA026988,TRAACC000006,
TRAMEA026989,TRAACC000006,
TRAMEA026990,TRAACC000006,
TRAMEA026991,TRAACC000006,
TRAMEA026992,TRAACC000006,
TRAMEA026993,TRAACC000006,
TRAMEA026994,TRAACC000006,
TRAMEA026995,TRAACC000006,
TRAMEA026996,TRAACC000006,
TRAMEA026997,TRAACC000006,
TRAMEA026998,TRAACC000006,
TRAMEA026999,TRAACC000006,
TRAMEA027000,TRAACC000006,
TRAMEA027001,TRAACC000006,
TRAMEA027002,TRAACC000006,
TRAMEA027003,TRAACC000006,
TRAMEA027004,TRAACC000006,
TRAMEA027005,TRAACC000006,
TRAMEA027006,TRAACC000006,
TRAMEA027007,TRAACC000006,
TRAMEA027008,TRAACC000006,
TRAMEA027009,TRAACC000006,
TRAMEA027010,TRAACC000006,
TRAMEA027011,TRAACC000006,
TRAMEA027012,TRAACC000006,
TRAMEA027013,TRAACC000006,
TRAMEA027014,TRAACC000006,
TRAMEA027015,TRAACC000006,
TRAMEA027016,TRAACC000006,
TRAMEA027017,TRAACC000006,
TRAMEA027018,TRAACC000006,
TRAMEA027019,TRAACC000006,
TRAMEA027020,TRAACC000006,
TRAMEA027021,TRAACC000006,
TRAMEA027022,TRAACC000006,
TRAMEA027023,TRAACC000006,
TRAMEA027024,TRAACC000006,
TRAMEA027025,TRAACC000006,
TRAMEA027026,TRAACC000006,
TRAMEA027027,TRAACC000006,
TRAMEA027028,TRAACC000006,
TRAMEA027029,TRAACC000006,
TRAMEA027030,TRAACC000006,
TRAMEA027031,TRAACC000006,
TRAMEA027032,TRAACC000006,
TRAMEA027033,TRAACC000006,
TRAMEA027034,TRAACC000006,
TRAMEA027035,TRAACC000006,
TRAMEA027036,TRAACC000006,
TRAMEA027037,TRAACC000006,
TRAMEA027038,TRAACC000006,
TRAMEA027039,TRAACC000006,
TRAMEA027040,TRAACC000006,
TRAMEA027041,TRAACC000006,
TRAMEA027042,TRAACC000006,
TRAMEA027043,TRAACC000006,
TRAMEA027044,TRAACC000006,
TRAMEA027045,TRAACC000006,
TRAMEA027046,TRAACC000006,
TRAMEA027047,TRAACC000006,
TRAMEA027048,TRAACC000006,
TRAMEA027049,TRAACC000006,
TRAMEA027050,TRAACC000006,
TRAMEA027051,TRAACC000006,
TRAMEA027052,TRAACC000006,
TRAMEA027053,TRAACC000006,
TRAMEA027054,TRAACC000006,
TRAMEA027055,TRAACC000006,
TRAMEA027056,TRAACC000006,
TRAMEA027057,TRAACC000006,
TRAMEA027058,TRAACC000006,
TRAMEA027059,TRAACC000006,
TRAMEA027060,TRAACC000006,
TRAMEA027061,TRAACC000006,
TRAMEA027062,TRAACC000006,
TRAMEA027063,TRAACC000006,
TRAMEA027064,TRAACC000006,
TRAMEA027065,TRAACC000006,
TRAMEA027066,TRAACC000006,
TRAMEA027067,TRAACC000006,
TRAMEA027068,TRAACC000006,
TRAMEA027069,TRAACC000006,
TRAMEA027070,TRAACC000006,
TRAMEA027071,TRAACC000006,
TRAMEA027072,TRAACC000006,
TRAMEA027073,TRAACC000006,
TRAMEA027074,TRAACC000006,
TRAMEA027075,TRAACC000006,
TRAMEA027076,TRAACC000006,
TRAMEA027077,TRAACC000006,
TRAMEA027078,TRAACC000006,
TRAMEA027079,TRAACC000006,
TRAMEA027080,TRAACC000006,
TRAMEA027081,TRAACC000006,
TRAMEA027082,TRAACC000006,
TRAMEA027083,TRAACC000006,
TRAMEA027084,TRAACC000006,
TRAMEA027085,TRAACC000006,
TRAMEA027086,TRAACC000006,
TRAMEA027087,TRAACC000006,
TRAMEA027088,TRAACC000006,
TRAMEA027089,TRAACC000006,
TRAMEA027090,TRAACC000006,
TRAMEA027091,TRAACC000006,
TRAMEA027092,TRAACC000006,
TRAMEA027093,TRAACC000006,
TRAMEA027094,TRAACC000006,
TRAMEA027095,TRAACC000006,
TRAMEA027096,TRAACC000006,
TRAMEA027097,TRAACC000006,
TRAMEA027098,TRAACC000006,
TRAMEA027099,TRAACC000006,
TRAMEA027100,TRAACC000006,
TRAMEA027101,TRAACC000006,
TRAMEA027102,TRAACC000006,
TRAMEA027103,TRAACC000006,
TRAMEA027104,TRAACC000006,
TRAMEA027105,TRAACC000006,
TRAMEA027106,TRAACC000006,
TRAMEA027107,TRAACC000006,
TRAMEA027108,TRAACC000006,
TRAMEA027109,TRAACC000006,
TRAMEA027110,TRAACC000006,
TRAMEA027111,TRAACC000006,
TRAMEA027112,TRAACC000006,
TRAMEA027113,TRAACC000006,
TRAMEA027114,TRAACC000006,
TRAMEA027115,TRAACC000006,
TRAMEA027116,TRAACC000006,
TRAMEA027117,TRAACC000006,
TRAMEA027118,TRAACC000006,
TRAMEA027119,TRAACC000006,
TRAMEA027120,TRAACC000006,
TRAMEA027121,TRAACC000006,
TRAMEA027122,TRAACC000006,
TRAMEA027123,TRAACC000006,
TRAMEA027124,TRAACC000006,
TRAMEA027125,TRAACC000006,
TRAMEA027126,TRAACC000006,
TRAMEA027127,TRAACC000006,
TRAMEA027128,TRAACC000006,
TRAMEA027129,TRAACC000006,
TRAMEA027130,TRAACC000006,
TRAMEA027131,TRAACC000006,
TRAMEA027132,TRAACC000006,
TRAMEA027133,TRAACC000006,
TRAMEA027134,TRAACC000006,
TRAMEA027135,TRAACC000006,
TRAMEA027136,TRAACC000006,
TRAMEA027137,TRAACC000006,
TRAMEA027138,TRAACC000006,
TRAMEA027139,TRAACC000006,
TRAMEA027140,TRAACC000006,
TRAMEA027141,TRAACC000006,
TRAMEA027142,TRAACC000006,
TRAMEA027143,TRAACC000006,
TRAMEA027144,TRAACC000006,
TRAMEA027145,TRAACC000006,
TRAMEA027146,TRAACC000006,
TRAMEA027147,TRAACC000006,
TRAMEA027148,TRAACC000006,
TRAMEA027149,TRAACC000006,
TRAMEA027150,TRAACC000006,
TRAMEA027151,TRAACC000006,
TRAMEA027152,TRAACC000006,
TRAMEA027153,TRAACC000006,
TRAMEA027154,TRAACC000006,
TRAMEA027155,TRAACC000006,
TRAMEA027156,TRAACC000006,
TRAMEA027157,TRAACC000006,
TRAMEA027158,TRAACC000006,
TRAMEA027159,TRAACC000006,
TRAMEA027160,TRAACC000006,
TRAMEA027161,TRAACC000006,
TRAMEA027162,TRAACC000006,
TRAMEA027163,TRAACC000006,
TRAMEA027164,TRAACC000006,
TRAMEA027165,TRAACC000006,
TRAMEA027166,TRAACC000006,
TRAMEA027167,TRAACC000006,
TRAMEA027168,TRAACC000006,
TRAMEA027169,TRAACC000006,
TRAMEA027170,TRAACC000006,
TRAMEA027171,TRAACC000006,
TRAMEA027172,TRAACC000006,
TRAMEA027173,TRAACC000006,
TRAMEA027174,TRAACC000006,
TRAMEA027175,TRAACC000006,
TRAMEA027176,TRAACC000006,
TRAMEA027177,TRAACC000006,
TRAMEA027178,TRAACC000006,
TRAMEA027179,TRAACC000006,
TRAMEA027180,TRAACC000006,
TRAMEA027181,TRAACC000006,
TRAMEA027182,TRAACC000006,
TRAMEA027183,TRAACC000006,
TRAMEA027184,TRAACC000006,
TRAMEA027185,TRAACC000006,
TRAMEA027186,TRAACC000006,
TRAMEA027187,TRAACC000006,
TRAMEA027188,TRAACC000006,
TRAMEA027189,TRAACC000006,
TRAMEA027190,TRAACC000006,
TRAMEA027191,TRAACC000006,
TRAMEA027192,TRAACC000006,
TRAMEA027193,TRAACC000006,
TRAMEA027194,TRAACC000006,
TRAMEA027195,TRAACC000006,
TRAMEA027196,TRAACC000006,
TRAMEA027197,TRAACC000006,
TRAMEA027198,TRAACC000006,
TRAMEA027199,TRAACC000006,
TRAMEA027200,TRAACC000006,
TRAMEA027201,TRAACC000006,
TRAMEA027202,TRAACC000006,
TRAMEA027203,TRAACC000006,
TRAMEA027204,TRAACC000006,
TRAMEA027205,TRAACC000006,
TRAMEA027206,TRAACC000006,
TRAMEA027207,TRAACC000006,
TRAMEA027208,TRAACC000006,
TRAMEA027209,TRAACC000006,
TRAMEA027210,TRAACC000006,
TRAMEA027211,TRAACC000006,
TRAMEA027212,TRAACC000006,
TRAMEA027213,TRAACC000006,
TRAMEA027214,TRAACC000006,
TRAMEA027215,TRAACC000006,
TRAMEA027216,TRAACC000006,
TRAMEA027217,TRAACC000006,
TRAMEA027218,TRAACC000006,
TRAMEA027219,TRAACC000006,
TRAMEA027220,TRAACC000006,
TRAMEA027221,TRAACC000006,
TRAMEA027222,TRAACC000006,
TRAMEA027223,TRAACC000006,
TRAMEA027224,TRAACC000006,
TRAMEA027225,TRAACC000006,
TRAMEA027226,TRAACC000006,
TRAMEA027227,TRAACC000006,
TRAMEA027228,TRAACC000006,
TRAMEA027229,TRAACC000006,
TRAMEA027230,TRAACC000006,
TRAMEA027231,TRAACC000006,
TRAMEA027232,TRAACC000006,
TRAMEA027233,TRAACC000006,
TRAMEA027234,TRAACC000006,
TRAMEA027235,TRAACC000006,
TRAMEA027236,TRAACC000006,
TRAMEA027237,TRAACC000006,
TRAMEA027238,TRAACC000006,
TRAMEA027239,TRAACC000006,
TRAMEA027240,TRAACC000006,
TRAMEA027241,TRAACC000006,
TRAMEA027242,TRAACC000006,
TRAMEA027243,TRAACC000006,
TRAMEA027244,TRAACC000006,
TRAMEA027245,TRAACC000006,
TRAMEA027246,TRAACC000006,
TRAMEA027247,TRAACC000006,
TRAMEA027248,TRAACC000006,
TRAMEA027249,TRAACC000006,
TRAMEA027250,TRAACC000006,
TRAMEA027251,TRAACC000006,
TRAMEA027252,TRAACC000006,
TRAMEA027253,TRAACC000006,
TRAMEA027254,TRAACC000006,
TRAMEA027255,TRAACC000006,
TRAMEA027256,TRAACC000006,
TRAMEA027257,TRAACC000006,
TRAMEA027258,TRAACC000006,
TRAMEA027259,TRAACC000006,
TRAMEA027260,TRAACC000006,
TRAMEA027261,TRAACC000006,
TRAMEA027262,TRAACC000006,
TRAMEA027263,TRAACC000006,
TRAMEA027264,TRAACC000006,
TRAMEA027265,TRAACC000006,
TRAMEA027266,TRAACC000006,
TRAMEA027267,TRAACC000006,
TRAMEA027268,TRAACC000006,
TRAMEA027269,TRAACC000006,
TRAMEA027270,TRAACC000006,
TRAMEA027271,TRAACC000006,
TRAMEA027272,TRAACC000006,
TRAMEA027273,TRAACC000006,
TRAMEA027274,TRAACC000006,
TRAMEA027275,TRAACC000006,
TRAMEA027276,TRAACC000006,
TRAMEA027277,TRAACC000006,
TRAMEA027278,TRAACC000006,
TRAMEA027279,TRAACC000006,
TRAMEA027280,TRAACC000006,
TRAMEA027281,TRAACC000006,
TRAMEA027282,TRAACC000006,
TRAMEA027283,TRAACC000006,
TRAMEA027284,TRAACC000006,
TRAMEA027285,TRAACC000006,
TRAMEA027286,TRAACC000006,
TRAMEA027287,TRAACC000006,
TRAMEA027288,TRAACC000006,
TRAMEA027289,TRAACC000006,
TRAMEA027290,TRAACC000006,
TRAMEA027291,TRAACC000006,
TRAMEA027292,TRAACC000006,
TRAMEA027293,TRAACC000006,
TRAMEA027294,TRAACC000006,
TRAMEA027295,TRAACC000006,
TRAMEA027296,TRAACC000006,
TRAMEA027297,TRAACC000006,
TRAMEA027298,TRAACC000006,
TRAMEA027299,TRAACC000006,
TRAMEA027300,TRAACC000006,
TRAMEA027301,TRAACC000006,
TRAMEA027302,TRAACC000006,
TRAMEA027303,TRAACC000006,
TRAMEA027304,TRAACC000006,
TRAMEA027305,TRAACC000006,
TRAMEA027306,TRAACC000006,
TRAMEA027307,TRAACC000006,
TRAMEA027308,TRAACC000006,
TRAMEA027309,TRAACC000006,
TRAMEA027310,TRAACC000006,
TRAMEA027311,TRAACC000006,
TRAMEA027312,TRAACC000006,
TRAMEA027313,TRAACC000006,
TRAMEA027314,TRAACC000006,
TRAMEA027315,TRAACC000006,
TRAMEA027316,TRAACC000006,
TRAMEA027317,TRAACC000006,
TRAMEA027318,TRAACC000006,
TRAMEA027319,TRAACC000006,
TRAMEA027320,TRAACC000006,
TRAMEA027321,TRAACC000006,
TRAMEA027322,TRAACC000006,
TRAMEA027323,TRAACC000006,
TRAMEA027324,TRAACC000006,
TRAMEA027325,TRAACC000006,
TRAMEA027326,TRAACC000006,
TRAMEA027327,TRAACC000006,
TRAMEA027328,TRAACC000006,
TRAMEA027329,TRAACC000006,
TRAMEA027330,TRAACC000006,
TRAMEA027331,TRAACC000006,
TRAMEA027332,TRAACC000006,
TRAMEA027333,TRAACC000006,
TRAMEA027334,TRAACC000006,
TRAMEA027335,TRAACC000006,
TRAMEA027336,TRAACC000006,
TRAMEA027337,TRAACC000006,
TRAMEA027338,TRAACC000006,
TRAMEA027339,TRAACC000006,
TRAMEA027340,TRAACC000006,
TRAMEA027341,TRAACC000006,
TRAMEA027342,TRAACC000006,
TRAMEA027343,TRAACC000006,
TRAMEA027344,TRAACC000006,
TRAMEA027345,TRAACC000006,
TRAMEA027346,TRAACC000006,
TRAMEA027347,TRAACC000006,
TRAMEA027348,TRAACC000006,
TRAMEA027349,TRAACC000006,
TRAMEA027350,TRAACC000006,
TRAMEA027351,TRAACC000006,
TRAMEA027352,TRAACC000006,
TRAMEA027353,TRAACC000006,
TRAMEA027354,TRAACC000006,
TRAMEA027355,TRAACC000006,
TRAMEA027356,TRAACC000006,
TRAMEA027357,TRAACC000006,
TRAMEA027358,TRAACC000006,
TRAMEA027359,TRAACC000006,
TRAMEA027360,TRAACC000006,
TRAMEA027361,TRAACC000006,
TRAMEA027362,TRAACC000006,
TRAMEA027363,TRAACC000006,
TRAMEA027364,TRAACC000006,
TRAMEA027365,TRAACC000006,
TRAMEA027366,TRAACC000006,
TRAMEA027367,TRAACC000006,
